fund,matched_fund,fund_confidence,form_d_firm_id,form_d_funds,cik_no_fund,form_adv_firm_id,form_adv_funds,crd_no_fund,firm_id
Arini Credit Us Fund,Lateral Us Credit Opportunities Fund Ai,0.9438814760074199,137937,Arini Credit Us Fund,1901849.0,29445,Lateral Us Credit Opportunities Fund Ai,159649,37598.0
Pointer Offshore,Anchorage Short Credit Offshore Master Fund,0.9784225574478272,29131,Pointer Offshore,1214197.0,12032,Anchorage Short Credit Offshore Master Fund,163779,
Chainlink Ama Fund,,1.0,105472,Chainlink Ama Fund,1847913.0,53912,,310188,
Frontier Research Fund,,1.0,67834,Frontier Research Fund,1287796.0,53912,,310188,
Alexco Resource,,1.0,103035,Alexco Resource,1364128.0,53912,,310188,
Stonehawk Master Fund,,1.0,47491,Stonehawk Master Fund,1771771.0,53912,,310188,
Retrieve Technologies,Disruptive Technology Solutions Biotechnology,0.9170533636908441,42151,Retrieve Technologies,1738529.0,22789,Disruptive Technology Solutions Biotechnology,164828,103094.0
Alivecor,,0.9999999999999999,62436,Alivecor,1527921.0,53912,,310188,
Trc Patriots Place,,1.0,167412,Trc Patriots Place,1943573.0,53912,,310188,
Omnidian,Omniquest I,0.8219506030937862,126447,Omnidian,1711661.0,14459,Omniquest I,124393,142809.0
Sphinx Industries,,1.0,129450,Sphinx Industries,1889359.0,53912,,310188,
Heights Point Partners Master Fund,Wind Point Partners Iv,0.9694333268812635,117917,Heights Point Partners Master Fund,1867664.0,8152,Wind Point Partners Iv,156485,
Harbor Ave Three,,0.9999999999999999,60778,Harbor Ave Three,1790152.0,53912,,310188,
Nis Total Absolute Return Fund,Boothbay Absolute Return Strategies,0.92816982336476,64894,Nis Total Absolute Return Fund,1687401.0,58821,Boothbay Absolute Return Strategies,318296,126719.0
Esp Resources,Ca Resources Fund Us Tax Exempt Series X Resources,0.8879007373493233,23910,Esp Resources,1346526.0,14261,Ca Resources Fund Us Tax Exempt Series X Resources,104942,4835.0
Tanzle,,1.0,96810,Tanzle,1787181.0,53912,,310188,
Apta Investments Fund,Hov Investments,0.9976460365820365,63477,Apta Investments Fund,1729912.0,47890,Hov Investments,298297,
Defy Partners Iii,,1.0,129816,Defy Partners Iii,1889434.0,53912,,310188,
Bw Access De,,1.0,105593,Bw Access De,1845245.0,53912,,310188,
Glean Tech Ii Series A Ou,Horeca Clean Tech Ii,0.909271584971946,110864,Glean Tech Ii Series A Ou,1860419.0,2821,Horeca Clean Tech Ii,171419,
Jlp Institutional Credit Fund,Coatue Institutional Fund I,0.8426487195027708,33173,Jlp Institutional Credit Fund,1520071.0,4526,Coatue Institutional Fund I,157910,2459.0
Prairie Farms Dairy,,1.0,27342,Prairie Farms Dairy,917666.0,53912,,310188,
Pr Gaingels Fund Ii A Series Of Riverside Ventures,Pr Gaingels Fund I A Series Of Mv Funds,0.8473938608411181,149807,Pr Gaingels Fund Ii A Series Of Riverside Ventures,1913051.0,54213,Pr Gaingels Fund I A Series Of Mv Funds,311231,
Nubocha,,1.0,139752,Nubocha,1903872.0,53912,,310188,
Sosnowski Qp Fund,,1.0,33346,Sosnowski Qp Fund,1526857.0,53912,,310188,
Cp Growth Coinvestment A,Cp Ii Gh Coinvestors,0.9157006350202528,124994,Cp Growth Coinvestment A,1881593.0,1739,Cp Ii Gh Coinvestors,161671,
Capital Real Estate Pavilions,Growth Capital Real Estate,0.8705680509505033,99323,Capital Real Estate Pavilions,1666123.0,7942,Growth Capital Real Estate,104953,5625.0
Pgim Real Estate Capital Vii Scsp,Pgim Real Estate Us Debt Fund,0.9094070256027736,76796,Pgim Real Estate Capital Vii Scsp,1797891.0,7609,Pgim Real Estate Us Debt Fund,105676,245.0
Solohealth,,1.0,143884,Solohealth,1412720.0,53912,,310188,
Crescent Senior Secured Floating Rate Loan Fund,Pinebridge Senior Secured Loan Fund,0.9119930882293841,30078,Crescent Senior Secured Floating Rate Loan Fund,1339274.0,4651,Pinebridge Senior Secured Loan Fund,105926,12717.0
Pa Fund I A Series Of Spacecadet Ventures,W A Series Of Pareta Ventures,0.8874768583514534,139225,Pa Fund I A Series Of Spacecadet Ventures,1903788.0,51749,W A Series Of Pareta Ventures,307183,
Cam Sabre Capital , Capital Fund I,0.9679194560636265,81414,Cam Sabre Capital ,1809571.0,48944, Capital Fund I,300538,
Series  Allocations Funds,Apollo Credit Allocation Fund Iii,0.9441897973218626,177305,Series  Allocations Funds,1957603.0,4335,Apollo Credit Allocation Fund Iii,173794,
Aqr Grp El  Offshore Fund,,1.0,62850,Aqr Grp El  Offshore Fund,1616043.0,53912,,310188,
Sun Belt Multifamily Portfolio Iii Dst,Cdk Multifamily I,0.9596842044784755,81051,Sun Belt Multifamily Portfolio Iii Dst,1808309.0,6537,Cdk Multifamily I,123939,
Seg Covington Cove,,1.0,116924,Seg Covington Cove,1868639.0,53912,,310188,
Ground Swell Cistern Fund,,0.9999999999999999,56476,Ground Swell Cistern Fund,1648885.0,53912,,310188,
Baycity Senior Loan Fund,Baycity Senior Loan Master Fund,0.3849796693328927,58409,Baycity Senior Loan Fund,1526333.0,4873,Baycity Senior Loan Master Fund,110687,601.0
Kettle Hill Partners Ii,,1.0,65676,Kettle Hill Partners Ii,1328547.0,53912,,310188,
Gaingels Ecosafi,Gaingels Crafty,0.9803799393009782,156516,Gaingels Ecosafi,1923188.0,58792,Gaingels Crafty,317099,
Lo Fund I A Series Of Ketch Ventures,Fund I A Series Of Sancus Ventures,0.9464131711835161,93016,Lo Fund I A Series Of Ketch Ventures,1829207.0,60797,Fund I A Series Of Sancus Ventures,321680,
Ha Fund I A Series Of Commodity Capital Spvs,Fund I A Series Of Masad Capital,0.9577727635394828,174821,Ha Fund I A Series Of Commodity Capital Spvs,1955025.0,60837,Fund I A Series Of Masad Capital,322074,
Birds Of Prey,,1.0,34634,Birds Of Prey,1575278.0,53912,,310188,
Jne Fund,Fund ,0.9924486615218495,32344,Jne Fund,1482254.0,48930,Fund ,300340,
Atlas Merchant Capital Fund Ii,Inter Atlantic Fund Ii,0.9604277829155738,60688,Atlas Merchant Capital Fund Ii,1776883.0,5645,Inter Atlantic Fund Ii,129122,
Di Fund I A Series Of Rodenstein Investments,In Fund I A Series Of Chris Golda Investments,0.9197006576034679,164534,Di Fund I A Series Of Rodenstein Investments,1939298.0,50135,In Fund I A Series Of Chris Golda Investments,304833,
Fund  A Series Of Pre Ipo Offerings Master Fund,Se Fund I A Series Of Mv Funds,0.9799582478429493,139913,Fund  A Series Of Pre Ipo Offerings Master Fund,1883579.0,54213,Se Fund I A Series Of Mv Funds,311231,
Independence Mhp Investors,,0.9999999999999999,112415,Independence Mhp Investors,1852273.0,53912,,310188,
Twm Select Equity Partnership,Chilton Select Equity Fund,0.9780894160342912,30983,Twm Select Equity Partnership,1409839.0,14846,Chilton Select Equity Fund,104702,237.0
Mondrian Emerging Markets Equity Fund,Emerging Markets Equity Fund,0.55085511679244,29869,Mondrian Emerging Markets Equity Fund,1319179.0,790,Emerging Markets Equity Fund,170017,10985.0
Eagles View Capital Partners,Eagle Capital Series Fund,0.7618761771400459,113636,Eagles View Capital Partners,1504397.0,5880,Eagle Capital Series Fund,163771,3292.0
Union Park Capital I,Unison Capital Partners Iiia,0.8280125797621821,68427,Union Park Capital I,1594460.0,6721,Unison Capital Partners Iiia,160384,
Questel Associes ,Point Associates,0.9565758939626948,97516,Questel Associes ,1835957.0,9758,Point Associates,160328,75584.0
Partners Capital Kestrel Fund Series B,Fitness Capital Partners,0.9512558509217645,33575,Partners Capital Kestrel Fund Series B,1537838.0,1593,Fitness Capital Partners,161570,
Reliance Steel Aluminum,,0.9999999999999999,26883,Reliance Steel Aluminum,861884.0,53912,,310188,
Ftchain,,1.0,91186,Ftchain,1826069.0,53912,,310188,
As Bruch Fund,,1.0,44164,As Bruch Fund,1763291.0,53912,,310188,
Petvivo Holdings,,1.0,24790,Petvivo Holdings,1512922.0,53912,,310188,
Soroban Special Investment Cayman Fund,Starr Cayman Investment Fund,0.8686115139498461,69583,Soroban Special Investment Cayman Fund,1683240.0,9552,Starr Cayman Investment Fund,161503,
Fi Fund I A Series Of Roll Up Vehicles,Fi Fund I A Series Of Mv Funds,0.9977168353331558,158155,Fi Fund I A Series Of Roll Up Vehicles,1929628.0,54213,Fi Fund I A Series Of Mv Funds,311231,
Vendorful,,1.0,66681,Vendorful,1707980.0,53912,,310188,
Sigma Labs,,0.9999999999999999,26577,Sigma Labs,788611.0,53912,,310188,
Wakem Digital Arb Fund,,1.0,100449,Wakem Digital Arb Fund,1840197.0,53912,,310188,
Deeproot Growth Runs Deep Fund,Deep Future Fund I,0.9885051501947124,58225,Deeproot Growth Runs Deep Fund,1606191.0,60781,Deep Future Fund I,322626,
Prasanna Capital Ii B,,0.9999999999999999,129575,Prasanna Capital Ii B,1888400.0,53912,,310188,
Seg Partners Ii L P,Spo Partners Ii,0.9890897613149561,29134,Seg Partners Ii L P,1215218.0,11933,Spo Partners Ii,157279,12515.0
Switchedon Training,,1.0,97246,Switchedon Training,1836276.0,53912,,310188,
Tricap Cross Creek Associates,,0.9999999999999999,114091,Tricap Cross Creek Associates,1853979.0,53912,,310188,
Ava Orlando,,1.0,109775,Ava Orlando,1855593.0,53912,,310188,
Fund Fg Onj A Series Of Forge Investments,Fo Fund I A Series Of Chris Golda Investments,0.9953509736693489,41087,Fund Fg Onj A Series Of Forge Investments,1728390.0,50135,Fo Fund I A Series Of Chris Golda Investments,304833,
Jpas Illiquid Assets Private Equity  Class,Private Equity Polaris,0.9968069816793028,80717,Jpas Illiquid Assets Private Equity  Class,1807897.0,3615,Private Equity Polaris,107738,259.0
Pantera Ico Fund Ii,,1.0,41452,Pantera Ico Fund Ii,1732497.0,53912,,310188,
Nextgen Optii,,0.9999999999999999,71262,Nextgen Optii,1799555.0,53912,,310188,
Medytox Solutions,,1.0,24076,Medytox Solutions,1374536.0,53912,,310188,
Fentura Financial,,1.0,27376,Fentura Financial,919865.0,53912,,310188,
Ato Ventures, Ventures,0.7762145960837539,48177,Ato Ventures,1772966.0,60788, Ventures,322559,
Hawkeye Capital,,0.9999999999999999,63755,Hawkeye Capital,1137663.0,53912,,310188,
Latticework Investors,,0.9999999999999999,60511,Latticework Investors,1621804.0,53912,,310188,
Stride Consumer Fund I,Conservative Consumer Credit Q Fund,0.9257449567542526,97703,Stride Consumer Fund I,1835085.0,10700,Conservative Consumer Credit Q Fund,155460,
Hines Us Property Partners,Us Equity Partners Ii Us Parallel,0.906463600996078,121759,Hines Us Property Partners,1873486.0,14693,Us Equity Partners Ii Us Parallel,160339,
Mifflin Mhp Investors,,1.0,174436,Mifflin Mhp Investors,1954638.0,53912,,310188,
Crystal Capital Fund Series, Capital Fund I,0.7956464087248393,32109,Crystal Capital Fund Series,1468169.0,48944, Capital Fund I,300538,
Voss Value Fund,,1.0,33419,Voss Value Fund,1529957.0,53912,,310188,
Archon Partners,Tower Arch Partners Ii,0.8704988063705646,27841,Archon Partners,1027986.0,6054,Tower Arch Partners Ii,169057,
Roy G Niederhoffer Optimal Alpha Fund Onshore,Roy G Niederhoffer Ihedge Inflation Protection Fund Onshore,0.8435386008585259,66323,Roy G Niederhoffer Optimal Alpha Fund Onshore,1467720.0,2322,Roy G Niederhoffer Ihedge Inflation Protection Fund Onshore,137788,2596.0
State Farm Mutual Automobile Insurance,,0.9999999999999999,69707,State Farm Mutual Automobile Insurance,1691852.0,53912,,310188,
Palmer Square Opportunistic Credit Fund,Palmer Square Opportunistic Credit Fund,1.4901161193847656e-08,65467,Palmer Square Opportunistic Credit Fund,1665084.0,6038,Palmer Square Opportunistic Credit Fund,155697,6943.0
Pfm Diversified Principals Fund,Pfm Thematic Growth Principals Fund,0.9141452417663882,29725,Pfm Diversified Principals Fund,1303371.0,11832,Pfm Thematic Growth Principals Fund,146747,3278.0
Cordovacann,,1.0,56922,Cordovacann,1168981.0,53912,,310188,
New Enterprise Associates ,Everpoint Associates,0.9457785861351798,33721,New Enterprise Associates ,1544328.0,47,Everpoint Associates,283077,6152.0
All Weather,,1.0,34118,All Weather,1557313.0,53912,,310188,
Brigade Structured Credit Offshore Fund,Broad Street Senior Credit Partners Offshore,0.8604781347161056,68779,Brigade Structured Credit Offshore Fund,1622405.0,5463,Broad Street Senior Credit Partners Offshore,361,7869.0
Watermark Us Six,,1.0,83084,Watermark Us Six,1812566.0,53912,,310188,
China Youth Media,,1.0,21283,China Youth Media,728385.0,53912,,310188,
Advisory Research Japan Value Us Dollar Hedged Fund,Advisors Hedge Fund,0.9414010490082958,38968,Advisory Research Japan Value Us Dollar Hedged Fund,1695403.0,6409,Advisors Hedge Fund,122268,
Avation Medical,,1.0,76438,Avation Medical,1804142.0,53912,,310188,
Saba Capital Spac Opportunities Onshore Fund,Global Opportunities Offshore,0.9247005431622424,107780,Saba Capital Spac Opportunities Onshore Fund,1849608.0,3615,Global Opportunities Offshore,107738,259.0
Triarc Asset ,,1.0,89993,Triarc Asset ,1824181.0,53912,,310188,
Oxygen Biotherapeutics,,1.0,25876,Oxygen Biotherapeutics,34956.0,53912,,310188,
Ccp Alternative Asset Fund,Hallador Alternative Assets Fund,0.8480412186139445,35480,Ccp Alternative Asset Fund,1603835.0,14846,Hallador Alternative Assets Fund,104702,237.0
Union Labor Life Insurance,,0.9999999999999998,57090,Union Labor Life Insurance,1465722.0,53912,,310188,
 West Orange Grove Road,,1.0000000000000002,49510, West Orange Grove Road,1775326.0,53912,,310188,
Kiloangel,,1.0,119318,Kiloangel,1871530.0,53912,,310188,
No Fund I A Series Of Heron Rock Al Access Funds,No Fund I A Series Of Mv Funds,0.8864193617400303,55790,No Fund I A Series Of Heron Rock Al Access Funds,1785648.0,54213,No Fund I A Series Of Mv Funds,311231,
Navarro  Fund,,1.0,55493,Navarro  Fund,1679277.0,53912,,310188,
Bcp Cg Pcp Reit,,1.0000000000000002,70301,Bcp Cg Pcp Reit,1797019.0,53912,,310188,
Engineered Propulsion Systems,,1.0,64670,Engineered Propulsion Systems,1507128.0,53912,,310188,
Sixteenth Street Asian Gems,,1.0,42875,Sixteenth Street Asian Gems,1745630.0,53912,,310188,
Prosiris Global Opportunities Fund,Global Opportunities,0.7031192036415208,33648,Prosiris Global Opportunities Fund,1541358.0,3615,Global Opportunities,107738,259.0
Hopkins Mortgage Fund,,0.9999999999999999,84169,Hopkins Mortgage Fund,913509.0,53912,,310188,
Carlyle International Energy Partners Ii Eu Scsp,Kkr Partners Ii International,0.9560032850421052,65506,Carlyle International Energy Partners Ii Eu Scsp,1757231.0,7125,Kkr Partners Ii International,144533,3089.0
Z Mri Associates,Point Associates,0.9457689054972865,57042,Z Mri Associates,1786679.0,9758,Point Associates,160328,75584.0
Franklin Templeton Global Multisector Plus Fund,Western Asset Global Multi Sector,0.9726556010996418,32250,Franklin Templeton Global Multisector Plus Fund,1476351.0,12529,Western Asset Global Multi Sector,110441,3384.0
Rb Douglass,,1.0,88488,Rb Douglass,1821514.0,53912,,310188,
Solidian Fund Cayman,Trivest Fund Cayman Iii,0.9363222094144028,37981,Solidian Fund Cayman,1672315.0,11562,Trivest Fund Cayman Iii,161432,
Brown Robin Partners Lth I,,1.0,146558,Brown Robin Partners Lth I,1909386.0,53912,,310188,
Wa Fund I A Series Of Kepler Operators Investments,Ope Fund I A Series Of Chris Golda Investments,0.926110929398408,144327,Wa Fund I A Series Of Kepler Operators Investments,1909284.0,50135,Ope Fund I A Series Of Chris Golda Investments,304833,
Commerce Resources,Ca Resources Fund Us Tax Exempt Series X Resources,0.8950361617791746,62296,Commerce Resources,1700553.0,14261,Ca Resources Fund Us Tax Exempt Series X Resources,104942,4835.0
Star Mountain Strategic Credit Income Fund Iv,Catamount Structured Income Fund,0.9587559506365317,133224,Star Mountain Strategic Credit Income Fund Iv,1885543.0,18763,Catamount Structured Income Fund,137652,
Qpg Fountain Investors,,1.0,65952,Qpg Fountain Investors,1794680.0,53912,,310188,
Tiger Global,,1.0,30183,Tiger Global,1349098.0,53912,,310188,
Alphacredit Debt Fund,,1.0,66332,Alphacredit Debt Fund,1542727.0,53912,,310188,
Ipd Capital Managed Account I,,1.0,66255,Ipd Capital Managed Account I,1794315.0,53912,,310188,
Technology Business Research,Disruptive Technology Solutions Biotechnology,0.9190182270618438,82428,Technology Business Research,1347749.0,22789,Disruptive Technology Solutions Biotechnology,164828,103094.0
Ares Sports Media Entertainment Finance,,0.9999999999999998,98493,Ares Sports Media Entertainment Finance,1831773.0,53912,,310188,
Sophos Return Partners,,1.0,35923,Sophos Return Partners,1615980.0,53912,,310188,
Fernway,,1.0,49778,Fernway,1775851.0,53912,,310188,
Adams Street  Non Us Fund,Adams Street  Non Us Fund,0.0,140690,Adams Street  Non Us Fund,1890741.0,12146,Adams Street  Non Us Fund,105496,98.0
Fidelis Investors Offshore,Fidelis Investors Offshore,1.4901161193847656e-08,66906,Fidelis Investors Offshore,1635795.0,3615,Fidelis Investors Offshore,107738,259.0
Rogue One Investments,Wing One Investments,0.9116173869690799,136711,Rogue One Investments,1896491.0,8624,Wing One Investments,168461,
Amino,,0.9999999999999999,81256,Amino,1810110.0,53912,,310188,
United States Oil Gas,,1.0,24500,United States Oil Gas,1439154.0,53912,,310188,
Physical Hard Assets Fund Spc On Behalf Of Physical Gold Fund Sp,,1.0,106432,Physical Hard Assets Fund Spc On Behalf Of Physical Gold Fund Sp,1696416.0,53912,,310188,
Brx Global Onshore,Lucerna Global Capital Onshore Fund,0.9102407182052666,58956,Brx Global Onshore,1685192.0,58854,Lucerna Global Capital Onshore Fund,318089,
Aktana,,1.0,92562,Aktana,1528576.0,53912,,310188,
Round Hill Partners,,0.9999999999999998,66244,Round Hill Partners,1793493.0,53912,,310188,
Blue Heron Real Estate Opportunity Fund Iii,Blue Opportunity Fund Ii,0.7519075772839595,41061,Blue Heron Real Estate Opportunity Fund Iii,1727996.0,43409,Blue Opportunity Fund Ii,153913,
Maestro Series B Spv A Series Of Stadia Master,,0.9999999999999999,95637,Maestro Series B Spv A Series Of Stadia Master,1833238.0,53912,,310188,
Evergreen Point Redmond,,0.9999999999999998,39603,Evergreen Point Redmond,1705441.0,53912,,310188,
Pairin,,1.0,83623,Pairin,1577600.0,53912,,310188,
Platypus Institute,,0.9999999999999999,42457,Platypus Institute,1741614.0,53912,,310188,
Bioasis Technologies,Disruptive Technology Solutions Biotechnology,0.8096578321424784,69254,Bioasis Technologies,1703978.0,22789,Disruptive Technology Solutions Biotechnology,164828,103094.0
Commonfund Multi Strategy Bond Investors,Verition Multi Strategy Fund,0.9164478490643079,31595,Commonfund Multi Strategy Bond Investors,1449111.0,9758,Verition Multi Strategy Fund,160328,75584.0
Pbrez,,0.9999999999999999,96710,Pbrez,1834205.0,53912,,310188,
Cqs Rcr Ii Feeder Fund Usd,,1.0,169048,Cqs Rcr Ii Feeder Fund Usd,1936560.0,53912,,310188,
Coastal Ridge Multifamily Income Fund,Multifamily Increasing Rate Mortgage Bond Fund,0.915680787430793,108810,Coastal Ridge Multifamily Income Fund,1854374.0,30756,Multifamily Increasing Rate Mortgage Bond Fund,169148,
